treated	age	educ	black	married	nodegree	dwincl	re74	re75	re78	hisp	early_ra	sample
	32	13	0	1	0		25235.355	23709.242	24041.133	0		2.0
	32	13	0	1	0		25862.322	25243.549	25564.67	0		2.0
	32	13	0	1	0		25862.322	25243.549	0.0	0		2.0
	54	11	0	1	1		0.0	0.0	0.0	0		2.0
	54	11	0	1	1		21230.615	17684.807	17097.297	0		2.0
	54	11	0	1	1		15693.728	9051.871	12652.295	0		2.0
	54	11	0	1	1		25862.322	25243.549	0.0	0		2.0
	44	16	0	1	0		0.0	18164.613	18377.008	0		2.0
	44	16	0	1	0		25862.322	25243.549	24382.488	0		2.0
	44	16	0	1	0		25862.322	25243.549	25564.67	0		2.0
	44	16	0	1	0		25862.322	25243.549	25564.67	0		2.0
	44	16	0	1	0		25862.322	25243.549	25564.67	0		2.0
	48	9	0	1	1		25862.322	25243.549	25564.67	0		2.0
	48	9	0	1	1		16994.68	13858.887	25564.67	0		2.0
	48	9	0	1	1		25862.322	25243.549	25564.67	0		2.0
	48	9	0	1	1		18434.742	20939.613	20160.623	0		2.0
	48	9	0	1	1		25862.322	20774.902	25564.67	0		2.0
	48	9	0	1	1		2131.6824	14598.29	3519.9446	0		2.0
	32	10	0	1	1		4145.8086	238.1129	8245.714	0		2.0
	32	12	0	1	0		25862.322	25243.549	25564.67	0		2.0
	32	12	0	1	0		25862.322	12159.871	21081.248	0		2.0
	32	12	0	1	0		22380.705	18483.291	25564.67	0		2.0
	32	12	0	1	0		25862.322	25243.549	25564.67	0		2.0
	32	12	0	1	0		13926.469	17836.984	19782.326	0		2.0
	32	12	0	1	0		21044.484	21739.887	20927.564	0		2.0
	32	12	0	1	0		25862.322	25243.549	25564.67	0		2.0
	32	12	0	1	0		21808.6	21976.209	25564.67	0		2.0
	32	12	0	1	0		25862.322	25243.549	25564.67	0		2.0
	32	12	0	1	0		25862.322	25243.549	25564.67	0		2.0
	32	12	0	1	0		17564.826	19670.273	25564.67	0		2.0
	32	12	0	1	0		23948.117	25243.549	22315.148	0		2.0
	32	12	0	1	0		24020.611	25243.549	25564.67	0		2.0
	32	12	0	1	0		25862.322	25243.549	25564.67	0		2.0
	32	12	0	1	0		24102.9	14988.581	25564.67	0		2.0
	32	12	0	1	0		25862.322	19104.533	22765.855	0		2.0
	32	12	0	1	0		25862.322	25243.549	25564.67	0		2.0
	32	12	0	1	0		2815.4663	0.0	0.0	0		2.0
	32	12	0	1	0		14094.966	25243.549	25564.67	0		2.0
	32	12	0	1	0		25378.383	25243.549	25564.67	0		2.0
	32	12	0	1	0		25213.805	25243.549	25564.67	0		2.0
	32	12	0	1	0		0.0	0.0	0.0	0		2.0
	32	12	0	1	0		24868.973	23881.113	25564.67	0		2.0
	32	12	0	1	0		5450.68	16277.613	25564.67	0		2.0
	32	12	0	1	0		21287.434	19433.951	22788.021	0		2.0
	32	12	0	1	0		23303.52	24649.162	24177.084	0		2.0
	32	12	0	1	0		25862.322	25243.549	0.0	0		2.0
	32	12	0	1	0		3019.2302	2400.8225	4613.4624	0		2.0
	32	12	0	1	0		5772.0	0.0	0.0	0		2.0
	32	12	0	1	0		15593.805	17031.338	22703.791	0		2.0
	32	12	0	1	0		25862.322	25243.549	25564.67	0		2.0
	32	12	0	1	0		25862.322	25243.549	25564.67	0		2.0
	32	10	0	1	1		0.0	12245.807	25564.67	0		2.0
	32	10	0	1	1		9580.814	322.25806	0.0	0		2.0
	54	12	0	1	0		25862.322	19587.92	25564.67	0		2.0
	54	12	0	1	0		0.0	0.0	0.0	0		2.0
	54	12	0	1	0		22649.125	20887.693	24808.074	0		2.0
	54	12	0	1	0		1058.004	2916.4355	0.0	0		2.0
	31	18	0	1	0		0.0	0.0	0.0	0		2.0
	31	18	0	1	0		0.0	0.0	747.7297	0		2.0
	31	18	0	1	0		25862.322	25243.549	25564.67	0		2.0
	31	18	0	1	0		8183.8574	11515.3545	10508.113	0		2.0
	54	10	0	1	1		25862.322	20415.049	25564.67	0		2.0
	54	10	0	1	1		10188.1875	9309.678	6797.5425	0		2.0
	54	10	0	1	1		14904.143	16347.436	22575.229	0		2.0
	44	15	0	1	0		12084.758	1690.0646	919.14594	0		2.0
	48	8	0	1	1		13381.792	11155.5	13077.88	0		2.0
	48	8	0	1	1		20137.344	20164.402	13283.284	0		2.0
	48	8	0	1	1		17813.654	24416.42	25564.67	0		2.0
	48	8	0	1	1		15766.22	8387.661	20558.133	0		2.0
	48	8	0	1	1		25862.322	25243.549	0.0	0		2.0
	39	18	0	1	0		25862.322	25243.549	14834.897	0		2.0
	39	18	0	1	0		25862.322	25243.549	20298.053	0		2.0
	39	18	0	1	0		25862.322	25243.549	25564.67	0		2.0
	39	18	0	1	0		24085.268	24221.273	25564.67	0		2.0
	54	9	0	1	1		20930.848	25243.549	21836.365	0		2.0
	31	17	0	1	0		23187.922	22706.662	22878.162	0		2.0
	31	17	0	1	0		2351.12	2237.9033	0.0	0		2.0
	55	11	0	0	1		14874.754	14902.6455	14413.745	0		2.0
	54	9	0	1	1		25862.322	25243.549	25564.67	0		2.0
	54	9	0	1	1		0.0	0.0	0.0	0		2.0
	54	9	0	1	1		22731.414	25243.549	2365.8403	0		2.0
	54	9	0	1	1		25862.322	25243.549	25564.67	0		2.0
	54	9	0	1	1		25862.322	23164.984	20995.54	0		2.0
	54	9	0	1	1		22118.162	21057.773	24747.486	0		2.0
	54	9	0	1	1		25862.322	23668.064	25162.729	0		2.0
	44	14	0	1	0		25862.322	25243.549	24318.945	0		2.0
	44	14	0	1	0		24914.037	22769.322	25564.67	0		2.0
	44	14	0	1	0		25862.322	23739.678	25564.67	0		2.0
	44	14	0	1	0		25862.322	25243.549	25564.67	0		2.0
	48	7	0	1	1		19578.953	18617.564	22068.37	0		2.0
	54	16	0	1	0		25862.322	25243.549	25564.67	1		2.0
	39	17	0	1	0		19012.725	25243.549	25564.67	0		2.0
	54	8	0	1	1		25862.322	25073.467	25564.67	0		2.0
	31	16	0	1	0		17267.018	25243.549	13617.25	0		2.0
	31	16	0	1	0		17474.701	17849.516	7261.5483	0		2.0
	31	16	0	1	0		25466.55	17065.355	19510.424	0		2.0
	54	8	0	1	1		21344.252	9159.29	3330.7957	0		2.0
	54	8	0	1	1		20486.094	14136.387	23899.271	0		2.0
	54	8	0	1	1		15981.739	14709.29	15888.517	0		2.0
	54	8	0	1	1		19604.424	13119.483	18382.918	0		2.0
	54	8	0	1	1		12343.381	14233.064	11526.268	0		2.0
	54	8	0	1	1		7198.346	0.0	6436.977	0		2.0
	54	8	0	1	1		18646.342	17913.967	18244.012	0		2.0
	44	13	0	1	0		10096.102	11023.017	9284.556	0		2.0
	44	13	0	1	0		25862.322	25243.549	25564.67	0		2.0
	44	13	0	1	0		25862.322	25243.549	25564.67	0		2.0
	44	13	0	1	0		22741.209	21943.984	22411.201	0		2.0
	48	6	0	1	1		22980.24	22541.951	21712.236	0		2.0
	44	11	0	1	1		25862.322	25243.549	25564.67	0		2.0
	44	11	0	1	1		25862.322	25243.549	25564.67	0		2.0
	44	11	0	1	1		22909.707	22345.016	18001.666	0		2.0
	39	16	0	1	0		24292.95	25241.758	0.0	0		2.0
	39	16	0	1	0		25862.322	25243.549	25564.67	0		2.0
	39	16	0	1	0		25862.322	3423.0967	25564.67	0		2.0
	39	16	0	1	0		25862.322	25243.549	5182.387	0		2.0
	39	16	0	1	0		25862.322	25243.549	25564.67	0		2.0
	39	16	0	1	0		25862.322	8169.2417	20983.717	0		2.0
	39	16	0	1	0		25862.322	25243.549	25564.67	0		2.0
	32	7	0	1	1		22020.2	20379.242	15146.697	0		2.0
	52	18	0	0	0		6269.654	0.0	0.0	0		2.0
	31	15	0	1	0		25862.322	25243.549	25564.67	0		2.0
	55	9	0	0	1		21160.082	20452.645	8298.912	0		2.0
	51	11	0	1	1		25862.322	21449.855	25564.67	0		2.0
	51	11	0	1	1		25862.322	25243.549	25564.67	0		2.0
	51	11	0	1	1		17504.09	14073.726	19005.041	0		2.0
	51	11	0	1	1		25862.322	25243.549	25564.67	0		2.0
	51	11	0	1	1		0.0	0.0	0.0	0		2.0
	51	11	0	1	1		22625.613	22932.242	21109.324	0		2.0
	44	12	0	1	0		25862.322	25243.549	25564.67	0		2.0
	44	12	0	1	0		25862.322	25241.758	24822.852	0		2.0
	44	12	0	1	0		25862.322	25243.549	25564.67	0		2.0
	44	12	0	1	0		14145.906	12312.049	14316.215	0		2.0
	44	12	0	1	0		0.0	0.0	0.0	0		2.0
	44	12	0	1	0		25862.322	25243.549	18854.312	0		2.0
	44	12	0	1	0		23487.69	22561.645	25564.67	0		2.0
	44	12	0	1	0		25862.322	25243.549	25564.67	0		2.0
	44	12	0	1	0		2329.568	2499.2903	19210.445	0		2.0
	44	12	0	1	0		16685.115	17607.822	25564.67	0		2.0
	44	10	0	1	1		18597.361	25243.549	12675.938	0		2.0
	44	10	0	1	1		24686.762	22746.049	25564.67	0		2.0
	44	10	0	1	1		25862.322	19677.436	25564.67	0		2.0
	39	15	0	1	0		25862.322	25243.549	25564.67	0		2.0
	39	15	0	1	0		0.0	0.0	0.0	0		2.0
	51	12	0	1	0		21001.38	3140.2258	16015.601	0		2.0
	51	10	0	1	1		0.0	0.0	0.0	0		2.0
	31	14	0	1	0		16606.746	20132.178	23513.586	0		2.0
	31	14	0	1	0		25862.322	25243.549	5172.043	0		2.0
	31	14	0	1	0		24298.826	25243.549	25564.67	0		2.0
	31	14	0	1	0		25862.322	3623.6128	0.0	0		2.0
	31	14	0	1	0		25862.322	25243.549	2760.3933	0		2.0
	31	14	0	1	0		25862.322	25243.549	25564.67	0		2.0
	31	14	0	1	0		17437.475	2021.2742	0.0	0		2.0
	31	14	0	1	0		0.0	0.0	22199.887	0		2.0
	51	10	0	1	1		24479.08	20223.484	0.0	0		2.0
	51	10	0	1	1		20633.04	19679.227	19937.486	0		2.0
	51	10	0	1	1		23417.156	16999.113	24109.11	0		2.0
	51	10	0	1	1		0.0	0.0	0.0	0		2.0
	51	10	0	1	1		25860.363	10104.581	25038.6	0		2.0
	51	10	0	1	1		20439.07	18168.193	17803.65	0		2.0
	51	10	0	1	1		25860.363	25243.549	25564.67	0		2.0
	33	3	0	1	1		7311.984	12084.678	19470.525	1		2.0
	54	6	0	1	1		10881.768	10219.161	0.0	0		2.0
	44	9	0	1	1		10043.201	5365.5967	0.0	0		2.0
	39	14	0	1	0		15282.281	20320.162	25564.67	0		2.0
	39	14	0	1	0		25862.322	25243.549	25564.67	0		2.0
	39	14	0	1	0		25862.322	16615.984	24482.975	0		2.0
	39	14	0	1	0		22948.893	20875.162	21966.406	0		2.0
	39	14	0	1	0		25862.322	22020.967	25564.67	0		2.0
	31	13	0	1	0		25552.758	21440.902	25564.67	0		2.0
	52	16	0	0	0		25862.322	25243.549	24358.846	0		2.0
	52	16	0	0	0		25862.322	25243.549	25564.67	0		2.0
	52	16	0	0	0		25862.322	25243.549	25564.67	0		2.0
	52	16	0	0	0		25862.322	25243.549	25564.67	0		2.0
	52	16	0	0	0		5393.8613	7957.984	0.0	0		2.0
	31	13	0	1	0		23946.158	21020.178	25564.67	0		2.0
	31	13	0	1	0		0.0	3944.0806	0.0	0		2.0
	31	13	0	1	0		12084.758	17314.209	7836.384	0		2.0
	31	13	0	1	0		25862.322	25243.549	24870.139	0		2.0
	31	13	0	1	0		25862.322	25243.549	25564.67	0		2.0
	31	13	0	1	0		25862.322	24878.322	25564.67	0		2.0
	51	9	0	1	1		21461.809	21100.742	25564.67	0		2.0
	51	9	0	1	1		23252.578	22472.129	21062.037	0		2.0
	44	8	0	1	1		17241.549	15575.807	15402.344	0		2.0
	54	12	0	1	0		23362.297	13457.8545	22600.35	1		2.0
	44	8	0	1	1		9496.566	10301.517	2147.1367	0		2.0
	44	8	0	1	1		14910.0205	17736.727	14359.069	0		2.0
	44	8	0	1	1		3889.1445	2094.6775	1671.3087	0		2.0
	44	8	0	1	1		25862.322	25173.727	25564.67	0		2.0
	39	13	0	1	0		25862.322	25243.549	25564.67	0		2.0
	39	13	0	1	0		22239.637	23838.145	25564.67	0		2.0
	39	13	0	1	0		0.0	0.0	8711.198	0		2.0
	39	13	0	1	0		7376.6396	6429.0483	4102.169	0		2.0
	39	13	0	1	0		25862.322	25243.549	25564.67	0		2.0
	30	18	0	1	0		25862.322	25243.549	25564.67	0		2.0
	39	11	0	1	1		24935.588	25243.549	18062.252	0		2.0
	39	11	0	1	1		25862.322	25243.549	25564.67	0		2.0
	39	11	0	1	1		17607.932	17068.936	20838.9	0		2.0
	39	18	0	1	0		62.696537	6772.7905	15956.491	1		2.0
	31	12	0	1	0		25862.322	25243.549	25564.67	0		2.0
	31	12	0	1	0		25862.322	25243.549	25564.67	0		2.0
	31	12	0	1	0		25862.322	22507.936	22607.738	0		2.0
	31	12	0	1	0		19584.83	20014.016	23751.5	0		2.0
	31	12	0	1	0		8953.85	10858.307	15578.193	0		2.0
	31	12	0	1	0		24292.95	24273.193	24796.252	0		2.0
	31	12	0	1	0		25862.322	25243.549	25564.67	0		2.0
	31	12	0	1	0		25862.322	25243.549	25564.67	0		2.0
	31	12	0	1	0		25862.322	25243.549	25564.67	0		2.0
	31	12	0	1	0		0.0	8457.483	12751.303	0		2.0
	31	12	0	1	0		23317.234	22819.451	25564.67	0		2.0
	31	12	0	1	0		23942.24	8330.371	21220.154	0		2.0
	31	12	0	1	0		24796.48	21865.209	25564.67	0		2.0
	31	12	0	1	0		16083.621	15318.0	16705.7	0		2.0
	31	12	0	1	0		25862.322	25243.549	25564.67	0		2.0
	31	12	0	1	0		17664.75	16852.307	25564.67	0		2.0
	31	12	0	1	0		18405.352	18051.822	20144.37	0		2.0
	31	12	0	1	0		25862.322	25243.549	23098.344	0		2.0
	31	12	0	1	0		493.73523	223.79033	0.0	0		2.0
	31	12	0	1	0		25862.322	25100.322	25564.67	0		2.0
	31	12	0	1	0		4715.955	6749.516	6685.235	0		2.0
	31	12	0	1	0		25862.322	25243.549	25564.67	0		2.0
	31	12	0	1	0		21256.086	25243.549	25564.67	0		2.0
	31	12	0	1	0		22911.666	21850.887	25564.67	0		2.0
	31	12	0	1	0		25862.322	25243.549	25564.67	0		2.0
	31	12	0	1	0		25862.322	25243.549	25564.67	0		2.0
	31	12	0	1	0		25862.322	24092.371	25564.67	0		2.0
	31	12	0	1	0		23875.625	25243.549	0.0	0		2.0
	31	12	0	1	0		21497.076	19879.742	25564.67	0		2.0
	31	12	0	1	0		23473.975	7594.5483	9729.352	0		2.0
	31	12	0	1	0		16432.371	14659.161	21001.45	0		2.0
	31	12	0	1	0		17647.115	21301.258	25564.67	0		2.0
	31	12	0	1	0		25862.322	25243.549	25564.67	0		2.0
	31	12	0	1	0		0.0	0.0	0.0	0		2.0
	51	8	0	1	1		19240.0	19023.967	19418.805	0		2.0
	51	8	0	1	1		22255.312	24722.564	23742.633	0		2.0
	51	8	0	1	1		23906.973	22375.451	24182.996	0		2.0
	51	8	0	1	1		5513.377	4771.2095	5825.198	0		2.0
	51	8	0	1	1		25862.322	25243.549	25564.67	0		2.0
	31	10	0	1	1		0.0	0.0	0.0	0		2.0
	49	12	0	0	0		25153.066	25243.549	0.0	0		2.0
	49	12	0	0	0		22114.244	22860.629	24809.55	0		2.0
	49	12	0	0	0		0.0	0.0	0.0	0		2.0
	49	12	0	0	0		19171.426	15960.726	16441.186	0		2.0
	44	7	0	1	1		18401.434	16957.936	22875.207	0		2.0
	39	12	0	1	0		17580.502	17316.0	18666.643	0		2.0
	39	12	0	1	0		25862.322	25243.549	22470.31	0		2.0
	39	12	0	1	0		25862.322	25243.549	25564.67	0		2.0
	39	12	0	1	0		25521.41	18451.064	24212.55	0		2.0
	39	12	0	1	0		5217.5273	6873.0483	4818.866	0		2.0
	39	12	0	1	0		25862.322	25243.549	25564.67	0		2.0
	39	12	0	1	0		25862.322	25243.549	25564.67	0		2.0
	39	12	0	1	0		21875.213	22375.451	23306.703	0		2.0
	39	12	0	1	0		19943.377	19095.58	19287.287	0		2.0
	39	12	0	1	0		21504.912	22128.387	25048.943	0		2.0
	39	12	0	1	0		18908.885	15808.549	19381.861	0		2.0
	39	12	0	1	0		25474.387	25243.549	25564.67	0		2.0
	39	12	0	1	0		15113.784	22053.193	22601.828	0		2.0
	39	12	0	1	0		24424.22	21163.402	25564.67	0		2.0
	39	12	0	1	0		25862.322	25243.549	25564.67	0		2.0
	39	12	0	1	0		0.0	0.0	0.0	0		2.0
	39	12	0	1	0		12862.587	12186.726	7407.8433	0		2.0
	39	12	0	1	0		25862.322	25243.549	25564.67	0		2.0
	39	12	0	1	0		25862.322	24663.484	25564.67	0		2.0
	39	12	0	1	0		18325.021	15951.774	25564.67	0		2.0
	39	12	0	1	0		24349.768	25243.549	23380.59	0		2.0
	39	12	0	1	0		2748.8513	10838.613	0.0	0		2.0
	39	12	0	1	0		25862.322	25243.549	0.0	0		2.0
	39	12	0	1	0		21734.146	20588.709	25564.67	0		2.0
	39	12	0	1	0		25862.322	25243.549	25564.67	0		2.0
	39	12	0	1	0		13597.312	13848.1455	18778.95	0		2.0
	39	10	0	1	1		1155.9674	830.70966	0.0	0		2.0
	52	14	0	0	0		0.0	0.0	0.0	0		2.0
	52	14	0	0	0		1547.8208	558.5806	0.0	0		2.0
	51	7	0	1	1		19555.441	10045.5	12008.006	0		2.0
	51	7	0	1	1		12950.754	13282.403	25564.67	0		2.0
	51	7	0	1	1		10356.685	9657.0	22493.953	0		2.0
	51	7	0	1	1		3136.7861	0.0	25564.67	0		2.0
	44	6	0	1	1		25862.322	15217.742	25564.67	0		2.0
	54	8	0	1	1		25862.322	25243.549	25564.67	1		2.0
	44	13	0	1	0		25029.633	25243.549	25564.67	1		2.0
	49	9	0	0	1		25862.322	25243.549	25564.67	0		2.0
	30	16	0	1	0		5799.4297	13140.968	5974.4487	0		2.0
	30	16	0	1	0		25862.322	25243.549	25564.67	0		2.0
	30	16	0	1	0		25862.322	25243.549	25564.67	0		2.0
	30	16	0	1	0		21951.625	20875.162	21387.137	0		2.0
	30	16	0	1	0		25862.322	25243.549	14879.229	0		2.0
	30	16	0	1	0		23452.424	23943.773	23735.244	0		2.0
	30	16	0	1	0		21598.957	21730.936	22864.863	0		2.0
	30	16	0	1	0		10834.745	22330.693	25564.67	0		2.0
	39	9	0	1	1		25862.322	25064.516	25564.67	0		2.0
	39	9	0	1	1		14173.336	5625.1934	10661.797	0		2.0
	31	8	0	1	1		0.0	0.0	591.09064	0		2.0
	20	12	0	1	0		8851.968	14012.8545	19664.107	0		2.0
	44	5	0	1	1		12729.356	12747.097	13368.992	0		2.0
	50	10	1	1	1		18203.549	17810.129	16580.092	0		2.0
	44	12	0	1	0		14239.951	13432.79	5170.5654	1		2.0
	44	12	0	1	0		0.0	0.0	0.0	1		2.0
	44	12	0	1	0		23115.43	23055.773	24027.834	1		2.0
	30	15	0	1	0		20405.764	23918.709	24839.105	0		2.0
	30	15	0	1	0		22137.756	20458.016	25564.67	0		2.0
	39	8	0	1	1		13225.051	16148.71	16927.357	0		2.0
	52	12	0	0	0		5458.517	1831.5	629.51154	0		2.0
	52	12	0	0	0		12153.332	868.30646	7144.808	0		2.0
	52	12	0	0	0		12323.788	11905.6455	11836.59	0		2.0
	52	12	0	0	0		8213.246	13268.081	25564.67	0		2.0
	52	12	0	0	0		25862.322	25243.549	25564.67	0		2.0
	52	12	0	0	0		24465.365	14865.049	22297.416	0		2.0
	52	12	0	0	0		19330.127	24932.033	25467.14	0		2.0
	52	10	0	0	1		22065.264	19709.662	21224.586	0		2.0
	51	12	0	1	0		25446.957	25243.549	25535.115	1		2.0
	51	12	0	1	0		12037.735	11665.742	0.0	1		2.0
	51	10	0	1	1		23571.94	12480.339	22210.23	1		2.0
	30	14	0	1	0		23170.29	19045.451	20323.174	0		2.0
	30	14	0	1	0		16500.945	18660.533	15748.132	0		2.0
	30	14	0	1	0		0.0	0.0	0.0	0		2.0
	30	14	0	1	0		3199.4827	50.129032	0.0	0		2.0
	30	14	0	1	0		25862.322	25243.549	0.0	0		2.0
	30	14	0	1	0		0.0	0.0	25564.67	0		2.0
	39	7	0	1	1		15922.961	14242.017	22309.238	0		2.0
	39	7	0	1	1		25862.322	25243.549	25564.67	0		2.0
	51	4	0	1	1		14375.141	16419.049	0.0	0		2.0
	29	18	0	1	0		19273.307	20909.178	24397.266	0		2.0
	29	18	0	1	0		14281.096	20601.242	25564.67	0		2.0
	29	18	0	1	0		21130.693	25243.549	25564.67	0		2.0
	29	18	0	1	0		21326.62	21299.467	24834.672	0		2.0
	29	18	0	1	0		16113.01	25243.549	25564.67	0		2.0
	16	10	0	0	1		0.0	0.0	13535.976	0		2.0
	16	10	0	0	1		1342.0978	2155.5483	0.0	0		2.0
	16	10	0	0	1		0.0	0.0	4699.1704	0		2.0
	16	10	0	0	1		0.0	0.0	3514.0337	0		2.0
	16	10	0	0	1		0.0	1077.7742	12860.654	0		2.0
	54	5	0	1	1		4768.8555	2180.6128	2720.4946	1		2.0
	30	13	0	1	0		13993.084	13835.613	16813.572	0		2.0
	30	13	0	1	0		23656.188	21636.049	25564.67	0		2.0
	30	13	0	1	0		25862.322	25243.549	25564.67	0		2.0
	30	13	0	1	0		17090.684	15215.951	25564.67	0		2.0
	30	13	0	1	0		10636.859	5700.387	2365.8403	0		2.0
	39	6	0	1	1		20288.207	17964.098	18090.328	0		2.0
	29	17	0	1	0		3183.8086	3795.484	2964.3196	0		2.0
	37	12	1	1	0		0.0	4305.7256	6896.55	0		2.0
	16	9	0	0	1		0.0	2293.4033	5594.673	0		2.0
	16	9	0	0	1		442.7943	2143.016	3670.6729	0		2.0
	16	9	0	0	1		0.0	0.0	8968.322	0		2.0
	30	12	0	1	0		7347.2505	2080.3547	14475.81	0		2.0
	51	8	0	1	1		17649.076	13570.6455	12915.33	1		2.0
	48	2	0	1	1		19302.697	20662.113	25121.352	1		2.0
	30	12	0	1	0		25862.322	24923.08	25564.67	0		2.0
	30	12	0	1	0		15405.715	10935.29	16538.717	0		2.0
	30	12	0	1	0		25862.322	25243.549	25564.67	0		2.0
	30	12	0	1	0		25862.322	25243.549	23875.629	0		2.0
	30	12	0	1	0		25862.322	25243.549	25564.67	0		2.0
	30	12	0	1	0		25862.322	25243.549	25564.67	0		2.0
	30	12	0	1	0		25862.322	3987.0483	13544.842	0		2.0
	30	12	0	1	0		25862.322	25243.549	25564.67	0		2.0
	30	12	0	1	0		25862.322	25243.549	22454.055	0		2.0
	30	12	0	1	0		8031.0347	9042.919	18824.76	0		2.0
	30	12	0	1	0		25862.322	25243.549	25564.67	0		2.0
	30	12	0	1	0		9584.733	9606.871	25564.67	0		2.0
	30	12	0	1	0		18289.756	22259.08	21144.79	0		2.0
	30	12	0	1	0		18838.35	16839.773	19163.158	0		2.0
	30	12	0	1	0		22819.58	23739.678	25564.67	0		2.0
	30	12	0	1	0		19814.064	22968.049	20478.334	0		2.0
	30	12	0	1	0		0.0	0.0	0.0	0		2.0
	30	12	0	1	0		19116.566	17840.564	19346.396	0		2.0
	30	12	0	1	0		18567.97	17432.371	19912.365	0		2.0
	30	12	0	1	0		25862.322	24004.645	25564.67	0		2.0
	30	12	0	1	0		11630.208	1450.1613	9153.038	0		2.0
	30	12	0	1	0		17108.318	21838.355	0.0	0		2.0
	30	12	0	1	0		24089.186	25243.549	25564.67	0		2.0
	30	12	0	1	0		25862.322	25243.549	25564.67	0		2.0
	30	12	0	1	0		17421.8	21732.727	25564.67	0		2.0
	30	12	0	1	0		17931.209	15178.3545	16602.258	0		2.0
	29	16	0	1	0		25862.322	25243.549	25564.67	0		2.0
	29	16	0	1	0		25413.65	25243.549	25564.67	0		2.0
	29	16	0	1	0		8524.77	15491.661	25564.67	0		2.0
	29	16	0	1	0		25862.322	25243.549	25564.67	0		2.0
	29	16	0	1	0		19053.87	19382.033	21707.803	0		2.0
	16	8	0	0	1		0.0	0.0	11951.853	0		2.0
	16	8	0	0	1		31.348269	21.483871	6868.473	0		2.0
	32	2	0	1	1		2915.389	13212.581	12019.828	1		2.0
	29	15	0	1	0		21440.256	22140.92	25564.67	0		2.0
	29	15	0	1	0		25862.322	25243.549	25564.67	0		2.0
	21	12	0	1	0		8697.186	10765.21	20136.98	0		2.0
	39	8	0	1	1		16152.195	13944.822	13886.196	1		2.0
	29	14	0	1	0		476.10184	458.32257	675.32104	0		2.0
	29	14	0	1	0		14187.051	597.9677	0.0	0		2.0
	29	14	0	1	0		25862.322	25243.549	25564.67	0		2.0
	38	18	0	1	0		1169.6823	0.0	0.0	0		2.0
	38	18	0	1	0		25862.322	25243.549	25564.67	0		2.0
	38	18	0	1	0		25703.621	25243.549	25564.67	0		2.0
	30	7	0	1	1		14743.482	10888.742	4190.8325	0		2.0
	29	13	0	1	0		25862.322	24498.773	25564.67	0		2.0
	29	13	0	1	0		0.0	0.0	0.0	0		2.0
	29	13	0	1	0		17133.79	17747.467	25273.557	0		2.0
	29	13	0	1	0		21822.314	23023.549	25564.67	0		2.0
	28	16	0	1	0		11745.805	23327.902	25564.67	0		2.0
	28	16	0	1	0		25862.322	25243.549	15352.102	0		2.0
	28	16	0	1	0		16500.945	0.0	10267.244	0		2.0
	28	16	0	1	0		2729.2585	0.0	50.242702	0		2.0
	28	16	0	1	0		21710.635	22527.629	25564.67	0		2.0
	38	17	0	1	0		25862.322	25243.549	25564.67	0		2.0
	38	17	0	1	0		25862.322	25243.549	25564.67	0		2.0
	38	17	0	1	0		15403.756	16424.42	14045.791	0		2.0
	38	17	0	1	0		25862.322	25243.549	25564.67	0		2.0
	27	18	0	1	0		18881.455	16787.855	20333.518	0		2.0
	47	18	0	1	0		0.0	23197.209	815.7051	0		2.0
	29	12	0	1	0		23223.19	23068.307	23040.713	0		2.0
	29	12	0	1	0		25862.322	25243.549	25564.67	0		2.0
	29	12	0	1	0		12304.195	11995.161	12548.8545	0		2.0
	29	12	0	1	0		18248.611	17797.598	14799.432	0		2.0
	29	12	0	1	0		25862.322	25243.549	25564.67	0		2.0
	29	12	0	1	0		14776.79	14240.226	14335.426	0		2.0
	29	12	0	1	0		17423.76	6871.2583	22242.74	0		2.0
	29	12	0	1	0		17431.598	18533.42	23155.975	0		2.0
	29	12	0	1	0		14827.731	14209.79	14527.53	0		2.0
	29	12	0	1	0		24404.627	20277.193	0.0	0		2.0
	29	12	0	1	0		14059.698	12088.258	17939.602	0		2.0
	29	12	0	1	0		0.0	0.0	0.0	0		2.0
	29	12	0	1	0		12860.627	13210.79	8612.19	0		2.0
	29	12	0	1	0		17982.15	17580.967	18598.666	0		2.0
	29	12	0	1	0		13031.084	5281.4517	25564.67	0		2.0
	29	12	0	1	0		13914.713	11409.726	17348.51	0		2.0
	29	12	0	1	0		25648.762	19034.709	7059.0996	0		2.0
	29	12	0	1	0		19584.83	18422.42	20999.973	0		2.0
	29	12	0	1	0		0.0	6357.4355	4600.1626	0		2.0
	29	12	0	1	0		25862.322	25243.549	25564.67	0		2.0
	29	12	0	1	0		19108.729	24237.387	25564.67	0		2.0
	29	12	0	1	0		12713.683	15543.581	20773.88	0		2.0
	28	15	0	1	0		25862.322	25243.549	25564.67	0		2.0
	28	15	0	1	0		25862.322	21589.5	24812.508	0		2.0
	38	16	0	1	0		23713.006	9178.983	18814.414	0		2.0
	38	16	0	1	0		25862.322	25243.549	25564.67	0		2.0
	38	16	0	1	0		18266.244	18422.42	24412.043	0		2.0
	38	16	0	1	0		25860.363	25243.549	25564.67	0		2.0
	43	18	0	1	0		25862.322	25243.549	1994.9309	0		2.0
	43	18	0	1	0		25862.322	17677.645	917.6682	0		2.0
	43	18	0	1	0		0.0	0.0	0.0	0		2.0
	30	12	0	1	0		13422.937	5850.7744	1754.0614	1		2.0
